"Filepath","File","Name","Extension","Filesize","Created","Modified","Retrieved","Error"
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #15.pdf","Change Request #15.pdf","Change Request #15","pdf",253750,"06/02/2019, 17:31:38","09/02/2010, 10:28:22","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #19.pdf","Change Request #19.pdf","Change Request #19","pdf",179157,"06/02/2019, 17:31:38","08/31/2010, 14:03:12","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #20.pdf","Change Request #20.pdf","Change Request #20","pdf",146298,"06/02/2019, 17:31:38","08/31/2010, 14:02:55","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #21.pdf","Change Request #21.pdf","Change Request #21","pdf",142626,"06/02/2019, 17:31:38","08/31/2010, 14:02:41","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #22.pdf","Change Request #22.pdf","Change Request #22","pdf",145846,"06/02/2019, 17:31:38","08/31/2010, 14:02:24","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #23.pdf","Change Request #23.pdf","Change Request #23","pdf",169060,"06/02/2019, 17:31:38","08/31/2010, 13:24:51","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #24.pdf","Change Request #24.pdf","Change Request #24","pdf",155434,"06/02/2019, 17:31:38","08/31/2010, 13:24:36","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #25.pdf","Change Request #25.pdf","Change Request #25","pdf",130384,"06/02/2019, 17:31:38","08/31/2010, 14:03:23","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G15-Change Orders\Change Request #26.pdf","Change Request #26.pdf","Change Request #26","pdf",179412,"06/02/2019, 17:31:38","08/31/2010, 13:25:21","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G17- Warranties and Guarantees\Warranty- 3M Fasara Decorative Window Film.pdf","Warranty- 3M Fasara Decorative Window Film.pdf","Warranty- 3M Fasara Decorative Window Film","pdf",164727,"06/02/2019, 17:31:38","09/02/2010, 10:42:25","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G18- Punchlists\Punchlists.pdf","Punchlists.pdf","Punchlists","pdf",548674,"06/02/2019, 17:31:38","09/02/2010, 09:54:21","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G19-Notice of Completion\2905.G19.Notice of Completion.pdf","2905.G19.Notice of Completion.pdf","2905.G19.Notice of Completion","pdf",90244,"06/02/2019, 17:31:38","06/29/2016, 14:15:24","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905\G- Construction\G19-Notice of Completion\File 2905 Notice of Completion.pdf","File 2905 Notice of Completion.pdf","File 2905 Notice of Completion","pdf",263385,"06/02/2019, 17:31:38","04/06/2012, 11:04:07","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905-002\F8 - Contract\Brief Form Contract.pdf","Brief Form Contract.pdf","Brief Form Contract","pdf",1419673,"06/02/2019, 17:31:35","07/22/2008, 09:55:26","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905-003\F8 - Contract\Brief Form Contract.pdf","Brief Form Contract.pdf","Brief Form Contract","pdf",1177027,"06/02/2019, 17:31:35","07/22/2008, 09:52:30","10/30/2019, 16:54:02",""
"B:\29xx   University House\2905\2905-A\F8 - Contract\Brief Form Contract.pdf","Brief Form Contract.pdf","Brief Form Contract","pdf",1780831,"06/02/2019, 17:31:35","07/22/2008, 09:57:58","10/30/2019, 16:54:02",""
"B:\29xx   University House\2906\F8 - Contract\File 2906 Contract doc.pdf","File 2906 Contract doc.pdf","File 2906 Contract doc","pdf",6940555,"06/02/2019, 17:31:39","02/13/2009, 11:49:38","10/30/2019, 16:54:02",""
"B:\29xx   University House\2907\F8 - Contract\01 File 2907 University House Alarm System Improvements Contract.pdf","01 File 2907 University House Alarm System Improvements Contract.pdf","01 File 2907 University House Alarm System Improvements Contract","pdf",8657013,"06/02/2019, 17:31:39","02/13/2009, 16:21:15","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\D2- EIC Forms\File 2908 Univ Hse repair EIC signed UCOP.pdf","File 2908 Univ Hse repair EIC signed UCOP.pdf","File 2908 Univ Hse repair EIC signed UCOP","pdf",74405,"06/02/2019, 17:31:39","07/31/2014, 14:54:32","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F4 - PreBid Conference\File 2908 Pre Bid Conference Sign In Sheet.pdf","File 2908 Pre Bid Conference Sign In Sheet.pdf","File 2908 Pre Bid Conference Sign In Sheet","pdf",339680,"06/02/2019, 17:31:39","09/08/2014, 10:03:58","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\Addendum  No. 1. TO THE AD.doc","Addendum  No. 1. TO THE AD.doc","Addendum  No. 1. TO THE AD","doc",32768,"06/02/2019, 17:31:39","09/10/2014, 10:08:33","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\Addendum 1 final.pdf","Addendum 1 final.pdf","Addendum 1 final","pdf",375623,"06/02/2019, 17:31:39","09/10/2014, 10:07:51","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\Addendum No. 2.pdf","Addendum No. 2.pdf","Addendum No. 2","pdf",109191,"06/02/2019, 17:31:39","09/10/2014, 10:01:57","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\001 File 2908 Bid Set Sheet A-1.pdf","001 File 2908 Bid Set Sheet A-1.pdf","001 File 2908 Bid Set Sheet A-1","pdf",401685,"06/02/2019, 17:31:39","09/04/2014, 15:36:16","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\002 File 2908 Bid Set Sheet A-2.pdf","002 File 2908 Bid Set Sheet A-2.pdf","002 File 2908 Bid Set Sheet A-2","pdf",539123,"06/02/2019, 17:31:39","09/04/2014, 15:36:49","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\003 File 2908 Bid Set Sheet A-3.pdf","003 File 2908 Bid Set Sheet A-3.pdf","003 File 2908 Bid Set Sheet A-3","pdf",484991,"06/02/2019, 17:31:39","09/04/2014, 15:37:17","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\004 File 2908 Bid Set Sheet A-4.pdf","004 File 2908 Bid Set Sheet A-4.pdf","004 File 2908 Bid Set Sheet A-4","pdf",483659,"06/02/2019, 17:31:39","09/04/2014, 15:37:45","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\005 File 2908 Bid Set Sheet A-5.pdf","005 File 2908 Bid Set Sheet A-5.pdf","005 File 2908 Bid Set Sheet A-5","pdf",443059,"06/02/2019, 17:31:39","09/04/2014, 15:38:15","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\006 File 2908 Bid Set Sheet A-6.pdf","006 File 2908 Bid Set Sheet A-6.pdf","006 File 2908 Bid Set Sheet A-6","pdf",419857,"06/02/2019, 17:31:39","09/04/2014, 15:38:42","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\007 File 2908 Bid Set Sheet A-7.pdf","007 File 2908 Bid Set Sheet A-7.pdf","007 File 2908 Bid Set Sheet A-7","pdf",373799,"06/02/2019, 17:31:39","09/04/2014, 15:39:21","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\008 File 2908 Bid Set Sheet A-8.pdf","008 File 2908 Bid Set Sheet A-8.pdf","008 File 2908 Bid Set Sheet A-8","pdf",456263,"06/02/2019, 17:31:39","09/04/2014, 15:39:51","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\009 File 2908 Bid Set Sheet A-9.pdf","009 File 2908 Bid Set Sheet A-9.pdf","009 File 2908 Bid Set Sheet A-9","pdf",638861,"06/02/2019, 17:31:39","09/04/2014, 15:40:24","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\010 File 2908 Bid Set Sheet 1 of 1.pdf","010 File 2908 Bid Set Sheet 1 of 1.pdf","010 File 2908 Bid Set Sheet 1 of 1","pdf",74669,"06/02/2019, 17:31:39","09/04/2014, 15:40:55","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\011 File 2908 Bid Set Sheet A-10.pdf","011 File 2908 Bid Set Sheet A-10.pdf","011 File 2908 Bid Set Sheet A-10","pdf",637135,"06/02/2019, 17:31:39","09/04/2014, 15:41:20","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\012 File 2908 Bid Set Sheet S-1.pdf","012 File 2908 Bid Set Sheet S-1.pdf","012 File 2908 Bid Set Sheet S-1","pdf",405273,"06/02/2019, 17:31:40","09/04/2014, 15:41:44","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\013 File 2908 Bid Set Sheet S-2.pdf","013 File 2908 Bid Set Sheet S-2.pdf","013 File 2908 Bid Set Sheet S-2","pdf",230029,"06/02/2019, 17:31:40","09/04/2014, 15:42:10","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\014 File 2908 Bid Set Sheet S-3.pdf","014 File 2908 Bid Set Sheet S-3.pdf","014 File 2908 Bid Set Sheet S-3","pdf",352537,"06/02/2019, 17:31:40","09/04/2014, 15:42:42","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\015 File 2908 Bid Set Sheet S-4.pdf","015 File 2908 Bid Set Sheet S-4.pdf","015 File 2908 Bid Set Sheet S-4","pdf",271581,"06/02/2019, 17:31:40","09/04/2014, 15:43:05","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\016 File 2908 Bid Set Sheet S-5.pdf","016 File 2908 Bid Set Sheet S-5.pdf","016 File 2908 Bid Set Sheet S-5","pdf",353541,"06/02/2019, 17:31:40","09/04/2014, 15:43:30","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\017 File 2908 Bid Set Sheet M-1.pdf","017 File 2908 Bid Set Sheet M-1.pdf","017 File 2908 Bid Set Sheet M-1","pdf",403901,"06/02/2019, 17:31:40","09/04/2014, 15:43:54","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\018 File 2908 Bid Set Sheet M-2.pdf","018 File 2908 Bid Set Sheet M-2.pdf","018 File 2908 Bid Set Sheet M-2","pdf",263973,"06/02/2019, 17:31:40","09/04/2014, 15:44:19","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\019 File 2908 Bid Set Sheet P-1.pdf","019 File 2908 Bid Set Sheet P-1.pdf","019 File 2908 Bid Set Sheet P-1","pdf",299841,"06/02/2019, 17:31:40","09/04/2014, 15:44:45","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\020 File 2908 Bid Set Sheet P-2.pdf","020 File 2908 Bid Set Sheet P-2.pdf","020 File 2908 Bid Set Sheet P-2","pdf",289813,"06/02/2019, 17:31:40","09/04/2014, 15:45:22","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\021 File 2908 Bid Set Sheet P-3.pdf","021 File 2908 Bid Set Sheet P-3.pdf","021 File 2908 Bid Set Sheet P-3","pdf",369609,"06/02/2019, 17:31:40","09/04/2014, 15:46:04","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\022 File 2908 Bid Set Sheet E1.pdf","022 File 2908 Bid Set Sheet E1.pdf","022 File 2908 Bid Set Sheet E1","pdf",509467,"06/02/2019, 17:31:40","09/04/2014, 15:46:27","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\023 File 2908 Bid Set Sheet  WB-1.pdf","023 File 2908 Bid Set Sheet  WB-1.pdf","023 File 2908 Bid Set Sheet  WB-1","pdf",858903,"06/02/2019, 17:31:40","09/04/2014, 15:47:12","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\024 File 2908 Bid Set Sheet X-10 of X-10.pdf","024 File 2908 Bid Set Sheet X-10 of X-10.pdf","024 File 2908 Bid Set Sheet X-10 of X-10","pdf",293345,"06/02/2019, 17:31:40","09/04/2014, 15:47:41","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F5 - Drawings & Specifications\File 2908 Bid Set with Markups\File 2908 Bid Set Combined Drawings.pdf","File 2908 Bid Set Combined Drawings.pdf","File 2908 Bid Set Combined Drawings","pdf",9849793,"06/02/2019, 17:31:40","09/11/2014, 11:20:56","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\00 00 00 -Bid Form Info.doc","00 00 00 -Bid Form Info.doc","00 00 00 -Bid Form Info","doc",29696,"06/02/2019, 17:31:40","08/26/2014, 09:53:46","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\00 01 11-Table of Contents-2.doc","00 01 11-Table of Contents-2.doc","00 01 11-Table of Contents-2","doc",29696,"06/02/2019, 17:31:40","08/26/2014, 09:55:20","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 10 00-Summary.doc","01 10 00-Summary.doc","01 10 00-Summary","doc",83456,"06/02/2019, 17:31:40","08/26/2014, 09:56:32","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 21 00 Allowances.doc","01 21 00 Allowances.doc","01 21 00 Allowances","doc",36352,"06/02/2019, 17:31:40","08/26/2014, 10:02:08","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 22 00-Unit Prices.doc","01 22 00-Unit Prices.doc","01 22 00-Unit Prices","doc",39424,"06/02/2019, 17:31:40","08/26/2014, 10:17:15","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 23 00-Alternates.doc","01 23 00-Alternates.doc","01 23 00-Alternates","doc",35328,"06/02/2019, 17:31:40","08/26/2014, 10:17:56","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 25 00-Substitution Procedures.doc","01 25 00-Substitution Procedures.doc","01 25 00-Substitution Procedures","doc",43520,"06/02/2019, 17:31:41","08/26/2014, 10:18:35","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 26 10-Request for Information Procedures [RFI].doc","01 26 10-Request for Information Procedures [RFI].doc","01 26 10-Request for Information Procedures [RFI]","doc",31744,"06/02/2019, 17:31:41","08/26/2014, 10:19:11","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 29 00-Payment Procedures.doc","01 29 00-Payment Procedures.doc","01 29 00-Payment Procedures","doc",36352,"06/02/2019, 17:31:41","08/26/2014, 10:20:00","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 31 13-Project Coordination-2.doc","01 31 13-Project Coordination-2.doc","01 31 13-Project Coordination-2","doc",38912,"06/02/2019, 17:31:41","08/26/2014, 10:20:40","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 31 19-Project Meetings.doc","01 31 19-Project Meetings.doc","01 31 19-Project Meetings","doc",36352,"06/02/2019, 17:31:41","08/26/2014, 10:24:45","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 32 16-Progress Schedules.doc","01 32 16-Progress Schedules.doc","01 32 16-Progress Schedules","doc",87040,"06/02/2019, 17:31:41","08/26/2014, 10:25:23","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 33 00-Submittal Procedures.doc","01 33 00-Submittal Procedures.doc","01 33 00-Submittal Procedures","doc",79360,"06/02/2019, 17:31:41","08/26/2014, 11:02:46","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 33 23-Shop Drawings Product Data and Samples.doc","01 33 23-Shop Drawings Product Data and Samples.doc","01 33 23-Shop Drawings Product Data and Samples","doc",50176,"06/02/2019, 17:31:41","08/26/2014, 10:26:37","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 35 00-Special Project Procedures.doc","01 35 00-Special Project Procedures.doc","01 35 00-Special Project Procedures","doc",64512,"06/02/2019, 17:31:41","08/26/2014, 10:27:55","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 35 43-Environmental Mitigation.doc","01 35 43-Environmental Mitigation.doc","01 35 43-Environmental Mitigation","doc",46592,"06/02/2019, 17:31:41","08/26/2014, 10:28:28","10/30/2019, 16:54:02",""
"B:\29xx   University House\2908\F - Bid Documents and Contract Award\F8 - Contract\01 41 00-Regulatory Requirements.doc","01 41 00-Regulatory Requirements.doc","01 41 00-Regulatory Requirements","doc",53760,"06/02/2019, 17:31:41","08/26/2014, 10:29:10","10/30/2019, 16:54:02",""
